tenant_id,yil,yil_durum,surec,kpi_id,pg,durum,etkin_hedef,config_hedef,snapshot_hedef,temel_hedef,cakisma,config_var,is_included,birim,periyot
16,2024,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",405,Makine Teçhizat Bakım/Onarım  Maliyeti,YOK,,,,,,,,TL,Çeyreklik
16,2025,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",405,Makine Teçhizat Bakım/Onarım  Maliyeti,SNAPSHOT,114,,114,,,,,TL,Çeyreklik
16,2026,active,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",405,Makine Teçhizat Bakım/Onarım  Maliyeti,SNAPSHOT,114,,114,,,,,TL,Çeyreklik
16,2020,draft,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",386,Makine Toplam Arıza Süresi,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2021,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",386,Makine Toplam Arıza Süresi,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2022,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",386,Makine Toplam Arıza Süresi,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2023,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",386,Makine Toplam Arıza Süresi,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2024,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",386,Makine Toplam Arıza Süresi,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2025,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",386,Makine Toplam Arıza Süresi,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2026,active,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",386,Makine Toplam Arıza Süresi,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2020,draft,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",420,Ramakkala Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2021,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",420,Ramakkala Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2022,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",420,Ramakkala Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2023,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",420,Ramakkala Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2024,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",420,Ramakkala Sayısı,SNAPSHOT,194,,194,0,EVET,,,Gün,Çeyreklik
16,2025,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",420,Ramakkala Sayısı,SNAPSHOT,194,,194,0,EVET,,,Gün,Çeyreklik
16,2026,active,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",420,Ramakkala Sayısı,SNAPSHOT,194,,194,0,EVET,,,Gün,Çeyreklik
16,2020,draft,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",372,Su Tüketim Miktarı,FALLBACK,-,,,-,,,,m3,Çeyreklik
16,2021,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",372,Su Tüketim Miktarı,FALLBACK,-,,,-,,,,m3,Çeyreklik
16,2022,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",372,Su Tüketim Miktarı,FALLBACK,-,,,-,,,,m3,Çeyreklik
16,2023,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",372,Su Tüketim Miktarı,FALLBACK,-,,,-,,,,m3,Çeyreklik
16,2024,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",372,Su Tüketim Miktarı,FALLBACK,-,,,-,,,,m3,Çeyreklik
16,2025,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",372,Su Tüketim Miktarı,FALLBACK,-,,,-,,,,m3,Çeyreklik
16,2026,active,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",372,Su Tüketim Miktarı,FALLBACK,-,,,-,,,,m3,Çeyreklik
16,2020,draft,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",389,Tamir Süresi(MTTR),FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2021,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",389,Tamir Süresi(MTTR),FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2022,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",389,Tamir Süresi(MTTR),FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2023,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",389,Tamir Süresi(MTTR),FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2024,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",389,Tamir Süresi(MTTR),FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2025,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",389,Tamir Süresi(MTTR),FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2026,active,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",389,Tamir Süresi(MTTR),FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2020,draft,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",417,İş Kazası Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2021,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",417,İş Kazası Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2022,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",417,İş Kazası Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2023,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",417,İş Kazası Sayısı,FALLBACK,0,,,0,,,,Gün,Çeyreklik
16,2024,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",417,İş Kazası Sayısı,SNAPSHOT,134,,134,0,EVET,,,Gün,Çeyreklik
16,2025,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",417,İş Kazası Sayısı,SNAPSHOT,134,,134,0,EVET,,,Gün,Çeyreklik
16,2026,active,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",417,İş Kazası Sayısı,SNAPSHOT,134,,134,0,EVET,,,Gün,Çeyreklik
16,2020,draft,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",415,İş Kazasız Gün Sayısı,FALLBACK,264,,,264,,,,Gün,Çeyreklik
16,2021,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",415,İş Kazasız Gün Sayısı,FALLBACK,264,,,264,,,,Gün,Çeyreklik
16,2022,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",415,İş Kazasız Gün Sayısı,FALLBACK,264,,,264,,,,Gün,Çeyreklik
16,2023,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",415,İş Kazasız Gün Sayısı,FALLBACK,264,,,264,,,,Gün,Çeyreklik
16,2024,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",415,İş Kazasız Gün Sayısı,FALLBACK,264,,,264,,,,Gün,Çeyreklik
16,2025,closed,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",415,İş Kazasız Gün Sayısı,SNAPSHOT,68,,68,264,EVET,,,Gün,Çeyreklik
16,2026,active,"SR11 - MAKİNA, TEKNOLOJİ VE BİLGİ YÖNETİMİ SÜREÇ KARNESİ",415,İş Kazasız Gün Sayısı,SNAPSHOT,68,,68,264,EVET,,,Gün,Çeyreklik
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,327,EFQM Özdeğerlendirme Puanı,FALLBACK,250-300,,,250-300,,,,Puan,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,327,EFQM Özdeğerlendirme Puanı,FALLBACK,250-300,,,250-300,,,,Puan,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,327,EFQM Özdeğerlendirme Puanı,FALLBACK,250-300,,,250-300,,,,Puan,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,327,EFQM Özdeğerlendirme Puanı,FALLBACK,250-300,,,250-300,,,,Puan,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,327,EFQM Özdeğerlendirme Puanı,FALLBACK,250-300,,,250-300,,,,Puan,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,327,EFQM Özdeğerlendirme Puanı,SNAPSHOT,250-300,,250-300,250-300,,,,Puan,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,327,EFQM Özdeğerlendirme Puanı,FALLBACK,250-300,,,250-300,,,,Puan,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,324,Hissedar Memnuniyet Oranı,FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,324,Hissedar Memnuniyet Oranı,FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,324,Hissedar Memnuniyet Oranı,SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,324,Hissedar Memnuniyet Oranı,SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,324,Hissedar Memnuniyet Oranı,SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,324,Hissedar Memnuniyet Oranı,SNAPSHOT,90,,90,90-100,EVET,,,%,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,324,Hissedar Memnuniyet Oranı,FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,326,Odak Grup Görüşme Sayısı (Hissedar ve Toplum),FALLBACK,4-6,,,4-6,,,,sayı,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,326,Odak Grup Görüşme Sayısı (Hissedar ve Toplum),FALLBACK,4-6,,,4-6,,,,sayı,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,326,Odak Grup Görüşme Sayısı (Hissedar ve Toplum),SNAPSHOT,4-6,,4-6,4-6,,,,sayı,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,326,Odak Grup Görüşme Sayısı (Hissedar ve Toplum),SNAPSHOT,4-6,,4-6,4-6,,,,sayı,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,326,Odak Grup Görüşme Sayısı (Hissedar ve Toplum),SNAPSHOT,4-6,,4-6,4-6,,,,sayı,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,326,Odak Grup Görüşme Sayısı (Hissedar ve Toplum),SNAPSHOT,4-6,,4-6,4-6,,,,sayı,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,326,Odak Grup Görüşme Sayısı (Hissedar ve Toplum),SNAPSHOT,6,,6,4-6,EVET,,,sayı,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,321,SP Gözden Geçirme Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,321,SP Gözden Geçirme Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,321,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,95,,95,95,,,,%,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,321,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,95,,95,95,,,,%,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,321,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,95,,95,95,,,,%,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,321,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,95,,95,95,,,,%,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,321,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,95,,95,95,,,,%,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,400,SP Gözden Geçirme Planına Uyum Oranı,FALLBACK,%90-100,,,%90-100,,,,%,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,400,SP Gözden Geçirme Planına Uyum Oranı,FALLBACK,%90-100,,,%90-100,,,,%,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,400,SP Gözden Geçirme Planına Uyum Oranı,FALLBACK,%90-100,,,%90-100,,,,%,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,400,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,%90-100,,%90-100,%90-100,,,,%,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,400,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,%90-100,,%90-100,%90-100,,,,%,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,400,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,%90-100,,%90-100,%90-100,,,,%,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,400,SP Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,121,,121,%90-100,EVET,,,%,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,325,SP Veri Seti Kaynak Sayısı,YOK,,,,,,,,sayı,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,325,SP Veri Seti Kaynak Sayısı,YOK,,,,,,,,sayı,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,325,SP Veri Seti Kaynak Sayısı,YOK,,,,,,,,sayı,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,325,SP Veri Seti Kaynak Sayısı,YOK,,,,,,,,sayı,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,325,SP Veri Seti Kaynak Sayısı,YOK,,,,,,,,sayı,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,325,SP Veri Seti Kaynak Sayısı,SNAPSHOT,80,,80,,,,,sayı,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,325,SP Veri Seti Kaynak Sayısı,YOK,,,,,,,,sayı,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,323,Stratejik Hedeflere Ulaşma Oranı (SP Etkililiği),FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,323,Stratejik Hedeflere Ulaşma Oranı (SP Etkililiği),FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,323,Stratejik Hedeflere Ulaşma Oranı (SP Etkililiği),FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,323,Stratejik Hedeflere Ulaşma Oranı (SP Etkililiği),SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,323,Stratejik Hedeflere Ulaşma Oranı (SP Etkililiği),SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,323,Stratejik Hedeflere Ulaşma Oranı (SP Etkililiği),SNAPSHOT,95,,95,90-100,EVET,,,%,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,323,Stratejik Hedeflere Ulaşma Oranı (SP Etkililiği),SNAPSHOT,95,,95,90-100,EVET,,,%,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,322,Süreç Gözden Geçirme Planına Uyum Oranı,FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,322,Süreç Gözden Geçirme Planına Uyum Oranı,FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,322,Süreç Gözden Geçirme Planına Uyum Oranı,FALLBACK,90-100,,,90-100,,,,%,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,322,Süreç Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,322,Süreç Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,322,Süreç Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,90-100,,90-100,90-100,,,,%,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,322,Süreç Gözden Geçirme Planına Uyum Oranı,SNAPSHOT,95,,95,90-100,EVET,,,%,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,329,Yıllık Bütçe Gözden Geçirme,FALLBACK,3,,,3,,,,sayı,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,329,Yıllık Bütçe Gözden Geçirme,FALLBACK,3,,,3,,,,sayı,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,329,Yıllık Bütçe Gözden Geçirme,FALLBACK,3,,,3,,,,sayı,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,329,Yıllık Bütçe Gözden Geçirme,FALLBACK,3,,,3,,,,sayı,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,329,Yıllık Bütçe Gözden Geçirme,SNAPSHOT,3,,3,3,,,,sayı,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,329,Yıllık Bütçe Gözden Geçirme,SNAPSHOT,2,,2,3,EVET,,,sayı,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,329,Yıllık Bütçe Gözden Geçirme,FALLBACK,3,,,3,,,,sayı,Yıllık
16,2020,draft,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,328,Yıllık Bütçe Hazırlama / Raporlama,FALLBACK,2,,,2,,,,sayı,Yıllık
16,2021,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,328,Yıllık Bütçe Hazırlama / Raporlama,FALLBACK,2,,,2,,,,sayı,Yıllık
16,2022,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,328,Yıllık Bütçe Hazırlama / Raporlama,SNAPSHOT,2,,2,2,,,,sayı,Yıllık
16,2023,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,328,Yıllık Bütçe Hazırlama / Raporlama,FALLBACK,2,,,2,,,,sayı,Yıllık
16,2024,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,328,Yıllık Bütçe Hazırlama / Raporlama,SNAPSHOT,3,,3,2,EVET,,,sayı,Yıllık
16,2025,closed,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,328,Yıllık Bütçe Hazırlama / Raporlama,SNAPSHOT,2,,2,2,,,,sayı,Yıllık
16,2026,active,SR2 - STRATEJİK PLANLAMA YÖNETİMİ SÜREÇ KARNESİ,328,Yıllık Bütçe Hazırlama / Raporlama,SNAPSHOT,2,,2,2,,,,sayı,Yıllık
16,2020,draft,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,330,"Faaliyetlerin (eğitim, danışmanlık, etkinlik, KSS) Basında Yer Alma Sayısı",FALLBACK,12,,,12,,,,sayı,Çeyreklik
16,2021,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,330,"Faaliyetlerin (eğitim, danışmanlık, etkinlik, KSS) Basında Yer Alma Sayısı",FALLBACK,12,,,12,,,,sayı,Çeyreklik
16,2022,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,330,"Faaliyetlerin (eğitim, danışmanlık, etkinlik, KSS) Basında Yer Alma Sayısı",FALLBACK,12,,,12,,,,sayı,Çeyreklik
16,2023,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,330,"Faaliyetlerin (eğitim, danışmanlık, etkinlik, KSS) Basında Yer Alma Sayısı",FALLBACK,12,,,12,,,,sayı,Çeyreklik
16,2024,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,330,"Faaliyetlerin (eğitim, danışmanlık, etkinlik, KSS) Basında Yer Alma Sayısı",FALLBACK,12,,,12,,,,sayı,Çeyreklik
16,2025,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,330,"Faaliyetlerin (eğitim, danışmanlık, etkinlik, KSS) Basında Yer Alma Sayısı",FALLBACK,12,,,12,,,,sayı,Çeyreklik
16,2026,active,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,330,"Faaliyetlerin (eğitim, danışmanlık, etkinlik, KSS) Basında Yer Alma Sayısı",FALLBACK,12,,,12,,,,sayı,Çeyreklik
16,2020,draft,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,336,Kurum Kimliği Unsurlarının Güncelliğini Kontrol Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Çeyreklik
16,2021,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,336,Kurum Kimliği Unsurlarının Güncelliğini Kontrol Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Çeyreklik
16,2022,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,336,Kurum Kimliği Unsurlarının Güncelliğini Kontrol Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Çeyreklik
16,2023,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,336,Kurum Kimliği Unsurlarının Güncelliğini Kontrol Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Çeyreklik
16,2024,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,336,Kurum Kimliği Unsurlarının Güncelliğini Kontrol Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Çeyreklik
16,2025,closed,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,336,Kurum Kimliği Unsurlarının Güncelliğini Kontrol Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Çeyreklik
16,2026,active,SR3 - KURUM İMAJI VE KÜLTÜRÜ YÖNETİM SÜRECİ,336,Kurum Kimliği Unsurlarının Güncelliğini Kontrol Planına Uyum Oranı,FALLBACK,95,,,95,,,,%,Çeyreklik
